Operation: Subtract
rows=8433
cols=3180
8392,921,0
8392,494,0
8392,854,0
8392,1482,0
8392,826,0
8392,1399,0
8392,1328,0
8392,2823,0
8392,1206,0
8392,1438,0
8392,1506,0
8392,1006,0
8392,82,0
8392,343,0
8392,256,0
8392,873,0
8392,1061,0
8392,841,0
8392,61,0
8392,81,0
8392,2140,0
8392,536,0
8392,1227,0
8392,880,0
8392,2526,0
8392,6,0
8392,786,0
8392,438,0
8392,1705,0
8392,1282,0
8392,265,0
8392,1060,0
8392,706,0
8392,161,0
8392,213,0
8392,850,0
8392,912,0
8392,160,0
8392,939,0
8392,1190,0
8392,3009,0
8392,1028,0
8392,566,0
8392,483,0
8392,942,0
8392,987,0
8392,1340,0
8392,3059,0
8393,1118,0
8393,1890,0
8393,201,0
8393,125,0
8393,1481,0
8393,1172,0
8393,101,0
8393,853,0
8393,522,0
8393,1429,0
8393,872,0
8393,1461,0
8393,1241,0
8393,440,0
8393,541,0
8393,2900,0
8393,1479,0
8393,740,0
8393,2416,0
8393,775,0
8393,1514,0
8393,2752,0
8393,1352,0
8393,570,0
8393,86,0
8393,2579,0
8393,370,0
8393,1455,0
8393,2523,0
8393,1815,0
8393,305,0
8393,2809,0
8393,855,0
8393,33,0
8393,959,0
8393,764,0
8393,3088,0
8393,688,0
8393,665,0
8393,304,0
8393,56,0
8393,804,0
8393,195,0
8393,1434,0
8393,1285,0
8393,609,0
8393,2960,0
8394,1945,0
8394,946,0
8394,586,0
8394,848,0
8394,2803,0
8394,457,0
8394,1537,0
8394,1081,0
8394,1025,0
8394,1541,0
8394,1436,0
8394,1574,0
8394,2340,0
8394,173,0
8394,2685,0
8394,215,0
8395,996,0
8395,425,0
8395,203,0
8395,2084,0
8395,128,0
8395,1974,0
8395,2990,0
8395,1027,0
8395,2864,0
8395,1307,0
8395,43,0
8395,934,0
8395,1331,0
8395,1471,0
8395,961,0
8395,949,0
8395,204,0
8395,572,0
8395,1374,0
8395,503,0
8395,1009,0
8395,1652,0
8395,1123,0
8395,1637,0
8395,412,0
8395,2435,0
8395,909,0
8395,207,0
8395,2862,0
8395,1020,0
8395,2632,0
8395,3052,0
8395,1235,0
8395,595,0
8395,827,0
8395,2184,0
8395,662,0
8395,2205,0
8395,651,0
8395,96,0
8395,1436,0
8395,695,0
8395,2769,0
8395,351,0
8395,1583,0
8395,73,0
8395,1192,0
8395,1047,0
8395,947,0
8395,1458,0
8395,47,0
8395,1970,0
8395,2635,0
8395,620,0
8395,211,0
8395,466,0
8395,98,0
8395,142,0
